path	translation	split
common_voice_zh-CN_18771516.mp3	Shells vary from compressed to inflated with convex sides.	dev
common_voice_zh-CN_18771517.mp3	Great-grandfather Li Ying; grandfather Li Man, who once served as a decreed Doctor to Bingbu Langzhong; father Li Chengshi, who served as inspector of Huguang.	dev
common_voice_zh-CN_18771518.mp3	The wings are dark brown, with transparent white spots on the front wing and no spots on the front of the rear wing.	dev
common_voice_zh-CN_18771519.mp3	A sequel is currently being planned.	dev
common_voice_zh-CN_18771520.mp3	Chen Baihou is a political figure of the Qing Dynasty.	dev
common_voice_zh-CN_18771526.mp3	mother’s surname Wan; surnamed Wang.	dev
common_voice_zh-CN_18771527.mp3	This part is basically the first religion study organization in Scotland.	dev
common_voice_zh-CN_18771528.mp3	Main actors include Geraldine Page, Diane Keaton...... Maureen Stapleton and Sam Waterson.	dev
common_voice_zh-CN_18771530.mp3	Hu Teng, courtesy name of Zi Sheng, was born in Guyang Commandery and served as a official during the Eastern Han dynasty.	dev
common_voice_zh-CN_18771531.mp3	At the beginning of the group, activities were carried out near Shinjuku and Koenji Temple, and then the activity base was moved to Shibuya.	dev
common_voice_zh-CN_18771532.mp3	The ‘’ in the company’s Japanese name is made up of ‘’.	dev
common_voice_zh-CN_18771533.mp3	Zheng Yan is in the troops day and night, and deeply loved by the Empress Dowager Ling.	dev
common_voice_zh-CN_18771534.mp3	In the twenty ninth year of Jiajing, won the fifty fifth place of Jinshi at the second round.	dev
common_voice_zh-CN_18771535.mp3	Zhu Ziti ‘Tongyi Xing Sianren’ finalists are currently artists under Sanli Entertainments.	dev
common_voice_zh-CN_18771536.mp3	Shi Deyi, a native from Kaifeng in the Song Dynasty.	dev
common_voice_zh-CN_18771537.mp3	But "the prevalence of the country, although prohibited also does not die".	dev
common_voice_zh-CN_18771538.mp3	The city wall park is divided into seven sections, named after the old city gate.	dev
common_voice_zh-CN_18771540.mp3	He represents Sumo House, Oitekaze Baya.	dev
common_voice_zh-CN_18771542.mp3	Cancer immunotherapy is the artificial stimulation of the immune system to treat cancer.	dev
common_voice_zh-CN_18771543.mp3	Zhangdiao, was also named as Diao Hu or Diao Wu.	dev
common_voice_zh-CN_18771545.mp3	Wang Qiren, from Mian County, Shaanxi Province, is a political figure from People’s Republic of China.	dev
common_voice_zh-CN_18771546.mp3	Safe and non-toxic.	dev
common_voice_zh-CN_18771547.mp3	He was appointed as the Chief Zhongzheng (Chinese version “大中正”) in Ding Zhou, however was impeached and dismissed by the censor because he was implicated by the properties of his villagers.	dev
common_voice_zh-CN_18771548.mp3	Fifth year of Wanli, achieved one hundred and sixtieth place in the third rank scholars.	dev
common_voice_zh-CN_18771549.mp3	Zhang Mao, style name as Zipei, a native in Jiading County, Suzhou Prefecture, Zhili, citizenship, was a political figure and Jinshi in the Ming Dynasty.	dev
common_voice_zh-CN_18771550.mp3	Shorterville is an unincorporated area located in Henry County, Alabama, United States.	dev
common_voice_zh-CN_18771556.mp3	Non party members may refer to:	dev
common_voice_zh-CN_18771557.mp3	In the forty fifth year of Kangxi, served as the magistrate of Yongan County, Guangzhou, Guangdong Province.	dev
common_voice_zh-CN_18771558.mp3	Zhang Yingyuan, courtesy name Zizhen, born in Xiuning County, Huizhou Prefecture, is a citizen of the Ming Dynasty and Jinshi.	dev
common_voice_zh-CN_18771559.mp3	In the third year of the Taiqing, it is was occupied by the Western Wei Dynasty.	dev
common_voice_zh-CN_18771560.mp3	Aristos Kasmiroglou is a Greek jurist and current civil governor of the autonomous Monastic State of Mount Athos, in Greece.	dev
common_voice_zh-CN_18771566.mp3	Financial support from funds raised overseas by Father Tschirky, also from church goers sales on rice and wheat.	dev
common_voice_zh-CN_18771568.mp3	Received bachelor's degree, master's and doctorate degrees from University of Dayton.	dev
common_voice_zh-CN_18771570.mp3	In the forty fourth year of Jiajing, won the one hundred and twenty eighth place of Jinshi at the third round.	dev
common_voice_zh-CN_18771571.mp3	It is known that there are many meteorites similar to Allende meteorite, but they are all very small and have not been studied much.	dev
common_voice_zh-CN_18771576.mp3	Neussargues en Pinatelle is a town in the central and eastern part of Cantal Province, France, belonging to the District of Saint-Flour.	dev
common_voice_zh-CN_18771577.mp3	Completed Imperial Court exam in the second rank in 14th place, in Wenli 14th year.	dev
common_voice_zh-CN_18771579.mp3	This list is a list of past ambassadors of Comoros to the People's Republic of China.	dev
common_voice_zh-CN_18771580.mp3	Great Grandfather Chao Wong, Grandfather Chao Delong both were once Hanlin Academy appoint Reviewers; Father Chao Li, was Hanlin Reviewer.	dev
common_voice_zh-CN_18771581.mp3	Some ethnologists believe that at first this custom was to remind people of the reincarnation of life and death, the balance of good and evil, and the alternation of happiness and anger.	dev
common_voice_zh-CN_18771583.mp3	The main station is located in the north side of the railway line.	dev
common_voice_zh-CN_18771591.mp3	His army seized Isfahan from the Safavids and established the Afsharid dynasty at that time.	dev
common_voice_zh-CN_18771592.mp3	Bai Mingde also participated in the teaching of the newly established German school.	dev
common_voice_zh-CN_18771593.mp3	Streets connecting the avenue include, Montparnasse Avenue and Rennes Street.	dev
common_voice_zh-CN_18771594.mp3	The Herzl Museum is a museum in Jerusalem that shows the activities and career of Theodor Herzl.	dev
common_voice_zh-CN_18771957.mp3	Stephen Chow did not appear on the actual director list and shooting scene of these two films.	dev
common_voice_zh-CN_18771958.mp3	This list is a list of past ambassadors of Ireland to the People's Republic of China.	dev
common_voice_zh-CN_18771959.mp3	Tokyo electoral district represent every registered voter in Tokyo City.	dev
common_voice_zh-CN_18771960.mp3	Defensive design in software engineering is called defensive programming.	dev
common_voice_zh-CN_18771961.mp3	Jack Hendry is a footballer who plays as a defender.	dev
common_voice_zh-CN_18771977.mp3	Chen Shuibian agreed to keep it in case of little impact on traffic, but the part occupying the sidewalk should be demolished.	dev
common_voice_zh-CN_18771979.mp3	Tian Yongjun, a native of Benxi, Liaoning Province, was born in Youyi County, Heilongjiang Province.	dev
common_voice_zh-CN_18771981.mp3	Dresden Township is a town in Dickett County, Kansas, United States.	dev
common_voice_zh-CN_18771983.mp3	From the end of Qing Dynasty to the beginning of Japanese rule, Dadong District was called Yijiezhuang, which was subordinate to Taliwu castle.	dev
common_voice_zh-CN_18772132.mp3	The whole campus is divided into three parts: teaching area, entertaining area and family area.	dev
common_voice_zh-CN_18772134.mp3	The analysis shows that the signal of gravitational wave comes from dual black holes.	dev
common_voice_zh-CN_18772150.mp3	It starts from the eastern small town called Callander and ends at the western Loch Lomond Shores by going across the northern shore of the Loch Katrine.	dev
common_voice_zh-CN_18772153.mp3	Who is this true god behind that he worships?	dev
common_voice_zh-CN_18772170.mp3	Appointed as assistant of minister in the state.Did not taking office.	dev
common_voice_zh-CN_18772171.mp3	Wang Yuexi, style name as Zizheng, a native in Jiaozhou, Laizhou Prefecture, Shandong, imperial guards flag status, was a political figure and Jinshi in the Ming Dynasty.	dev
common_voice_zh-CN_18772173.mp3	Wang Jia, literary name Fan Fu, was born in Mengjin County, Henan Province. He is a citizen and politician of the Ming Dynasty.	dev
common_voice_zh-CN_18772174.mp3	Hotel Kämp is a long history hotel in Helsinki, Finland.	dev
common_voice_zh-CN_18772190.mp3	Ma Yulin, also named Dejing, Changzhou County personnel, descendent of Suzhou Kuanshan County Residents, politican from Ming Dynasty, Imperail Court Exam accredited.	dev
common_voice_zh-CN_18772192.mp3	If the United States holds the champions of the tournament this year, it will automatically gain the continental champions.	dev
common_voice_zh-CN_18772194.mp3	Yang Wei, literary name Dexing, was from the Yiwei division of the Puning Prefecture of Henan Province. He was of military status. He was born as a political figure and a Jinshi in the Ming Dynasty.	dev
common_voice_zh-CN_18772200.mp3	Leilek District is a district of Batken state in the southwest of Kyrgyzstan.	dev
common_voice_zh-CN_18772201.mp3	The part of Erut in Qinghai is also called the Qinghai Erut.	dev
common_voice_zh-CN_18772202.mp3	The railway station on the Wuneng line under the jurisdiction of Tazawa station.	dev
common_voice_zh-CN_18772203.mp3	Seeds latch onto the roots of the micro-spores, it falls when matured.	dev
common_voice_zh-CN_18772225.mp3	Second year of Wanli, achieved one hundred and fifty-third place in the third rank scholars.	dev
common_voice_zh-CN_18772226.mp3	A dental hygienist is a licensed dental professional.	dev
common_voice_zh-CN_18772227.mp3	Muyi.	dev
common_voice_zh-CN_18772228.mp3	It was renamed as Zuli County in Eastern Han dynasty and under Wuwei Commandery, Bing Zhou.	dev
common_voice_zh-CN_18772229.mp3	This results in the "crippling of individuals" and the erosion of human creativity.	dev
common_voice_zh-CN_18772249.mp3	Former Ambassadors of Salt.	dev
common_voice_zh-CN_18772250.mp3	The model species of this genus is laccaria laccata. In addition, laccaria amethystina and are common species of this genus.	dev
common_voice_zh-CN_18772251.mp3	Settlements in earlier developed regions, such as Bai Miao Zai and Zhong Xin Lun,have been noted on official maps drawn during the early years of Japanese rule.	dev
common_voice_zh-CN_18772252.mp3	This single was released in five versions.	dev
common_voice_zh-CN_18772253.mp3	Charlie seems to be able to build alliances with the Presbyterians.	dev
common_voice_zh-CN_18772261.mp3	Kihachiro Ueda, a Japanese marine painter, is well known for his seal painting of the model of Tanaka.	dev
common_voice_zh-CN_18772263.mp3	Longfeng wetland monster refers to the legenedary monster claimed to be seen around Longfeng wetland in Longfeng area, Daxing District in Heilongjiang, China.	dev
common_voice_zh-CN_18772264.mp3	Chen Xing, courtesy name Kong Zhen, was born in Changle County, Fuzhou, Fujian Province. He is a military citizen and political figure and a Jinshi of the Ming Dynasty.	dev
common_voice_zh-CN_18772266.mp3	Zheng Zizhen lived in seclusion among the people and cultivated his body and mind for self-preservation. He never asked for the things that did not belong to him.	dev
common_voice_zh-CN_18772267.mp3	The Ali Synagogue is a synagogue located in the Old City of Jerusalem, Israel.	dev
common_voice_zh-CN_19011142.mp3	They have also repeatedly carried coffins to the outside of the venue to protest during national leaders of China’s visit to Hong Kong.	dev
common_voice_zh-CN_19011143.mp3	It disappeared after being defeated by Qi.	dev
common_voice_zh-CN_19011144.mp3	The decayed stone carvings on the South aisle walls have also been renovated.	dev
common_voice_zh-CN_19011145.mp3	The Mishi church in the courtyard can hold eight hundred people.	dev
common_voice_zh-CN_19011146.mp3	It is known as Youjing.	dev
common_voice_zh-CN_19011147.mp3	Then the prefecture of Guangchang was abolished.	dev
common_voice_zh-CN_19011148.mp3	Now the building has been transformed into the Flagstaff House Museum of Tea Ware。	dev
common_voice_zh-CN_19011149.mp3	Qingdao West Coast General Aviation Airport is a general aviation airport under construction located in Hongshiya street, Huangdao District, Qingdao, China.	dev
common_voice_zh-CN_19011150.mp3	The origins of all.	dev
common_voice_zh-CN_19011151.mp3	He is from Gada Meilin.	dev
common_voice_zh-CN_19011152.mp3	It is also said that it is for protecting your neck from being bitten by wild animals.	dev
common_voice_zh-CN_19011153.mp3	Maybe there is one generation a year.	dev
common_voice_zh-CN_19011154.mp3	It generally inhabits in the sea area near the sediment bottom and rock reef, and also in the saltwater or fresh water area.	dev
common_voice_zh-CN_19011155.mp3	The income from this will enable the architect to have enough budget to ensure the accomplishment.	dev
common_voice_zh-CN_19011156.mp3	Zhang Maoxiu.	dev
common_voice_zh-CN_19011157.mp3	Uchida Sho is a Japanese male swimmer.	dev
common_voice_zh-CN_19011158.mp3	Nardone is the defending champion.	dev
common_voice_zh-CN_19011159.mp3	Kyaiklat is the administrative district of Pyapon County, Ayeyarwady, Myanmar.	dev
common_voice_zh-CN_19011160.mp3	The grandfather was Xu Gong.	dev
common_voice_zh-CN_19011161.mp3	Generally, a basin has a main ring separating the rocks thrown out by the impact on the surrounding surface.	dev
common_voice_zh-CN_19011162.mp3	The coincidence relation can be shown by the following coincidence matrix.	dev
common_voice_zh-CN_19011163.mp3	Tree Fox is the ancestor of the Urocyon littorali.	dev
common_voice_zh-CN_19011164.mp3	He also occupied Al Satwa in the southwest.	dev
common_voice_zh-CN_19011165.mp3	Meissen porcelain is the first batch of high-quality porcelain made outside the East.	dev
common_voice_zh-CN_19011166.mp3	German immigrants also brought this tradition to Britain and the United States.	dev
common_voice_zh-CN_19011167.mp3	Saint-Solve.	dev
common_voice_zh-CN_19011168.mp3	Conkling is a township in Pawnee County, Kansas, United States.	dev
common_voice_zh-CN_19011169.mp3	She decided to ask her mother for some money.	dev
common_voice_zh-CN_19011170.mp3	Shredded cuttlefish is delicious.	dev
common_voice_zh-CN_19011171.mp3	There are no other subspecies under the Loxocemus bicolor.	dev
common_voice_zh-CN_19011182.mp3	He was promoted as the vice minister of the Public Works.	dev
common_voice_zh-CN_19011183.mp3	He was the eighth king of Arnold.	dev
common_voice_zh-CN_19011184.mp3	Cassia alata Linn. is one species of Cassia genus in Leguminosae family.	dev
common_voice_zh-CN_19011185.mp3	Demographic change chart of Champagné-le-Sec	dev
common_voice_zh-CN_19011186.mp3	Demographic change chart of Arcenant	dev
common_voice_zh-CN_19011187.mp3	This cultural relic protection site is managed by Siping Cultural Management Office.	test_dup
common_voice_zh-CN_19011188.mp3	He ran away from home many years ago.	dev
common_voice_zh-CN_19011189.mp3	It was a important influence of Ili Rebellion.	dev
common_voice_zh-CN_19011190.mp3	This part is parallel to Rua de Cinco de Outubro.	dev
common_voice_zh-CN_19011191.mp3	Daxiongtu was “handicapped” in the Mile Championship.	dev
common_voice_zh-CN_19011192.mp3	When he was in junior high school (Taiwan), A Sang began to live with his aunt.	dev
common_voice_zh-CN_19011193.mp3	It was established to improve the digital services and technology products of other US government departments.	dev
common_voice_zh-CN_19011194.mp3	Extracts from holly can reduce mice blood pressure to lethal a level.	dev
common_voice_zh-CN_19011195.mp3	Cao De was killed by Tao Qianbing in the room.	dev
common_voice_zh-CN_19011196.mp3	Scottocalanus spinifer is one species of Scottocalanus genus in Scolecitrichidae family.	dev
common_voice_zh-CN_19011197.mp3	Coulometric analysis uses a fixed current device to determine the exact concentration of a substance in the system to be measured.	dev
common_voice_zh-CN_19011198.mp3	It became the capital of Laos during the reign of King Setthathirath.	dev
common_voice_zh-CN_19011199.mp3	South Korea generally refers to it as Incident of Nanyi.	dev
common_voice_zh-CN_19011200.mp3	Its subsidiaries include Wharf Holdings Limited and Wheelock Properties.	dev
common_voice_zh-CN_19011201.mp3	Bavarian derby generally refers to the match between Bayern Munich and Nuremberg, two teams in Bavaria, Germany.	dev
common_voice_zh-CN_19012101.mp3	The railway station of Nemuro Main Line of Ikeda Station.	dev
common_voice_zh-CN_19012102.mp3	At the request of the governments of Kuwait and Saudi Arabia, the Algerian government kept the aircraft on the ground.	dev
common_voice_zh-CN_19012103.mp3	Solidago pacifica Juz. is one species of Solidago genus in Compositae family.	dev
common_voice_zh-CN_19012104.mp3	Susanna was born in Copenhagen, the capital of Denmark.	dev
common_voice_zh-CN_19012105.mp3	He was born in Nakano of Tokyo.	dev
common_voice_zh-CN_19012111.mp3	Jiang Zhongyuan, an important general of Hunan army led by Zeng Guofan in the late Qing Dynasty, was from Jinshi Town, Xinning county in Hunan province.	dev
common_voice_zh-CN_19012112.mp3	He was a successful candidate of the imperial provincial examinations in Jiangnan in the twenty-sixth year of Qing Emperor Kangxi’s reign.	dev
common_voice_zh-CN_19012113.mp3	He was accorded as the county magistrate in the dantu County of Zhidi in the seventeenth year of Ming Emperor Jiajing’s reign.	dev
common_voice_zh-CN_19012114.mp3	There has not been any confirmation that any extrasolar planet exists in this Multiple-Star System.	dev
common_voice_zh-CN_19012115.mp3	In the southern area of Guohou Island on Tomarinkan.	dev
common_voice_zh-CN_19012121.mp3	Suzuki Method is a music curriculum and teaching philosophy developed and popularized in the mid-twentieth century.	dev
common_voice_zh-CN_19012122.mp3	Klontal lake is the oldest reservoir in Switzerland.	dev
common_voice_zh-CN_19012123.mp3	The film was shot in Belfast, Northern Ireland.	dev
common_voice_zh-CN_19012124.mp3	They are members.	dev
common_voice_zh-CN_19012125.mp3	Seize the day!	dev
common_voice_zh-CN_19012126.mp3	The most important building is a noble residential area and a place where the priests hold funeral activities.	dev
common_voice_zh-CN_19012127.mp3	He is Vice Minister of Ministry of Public Security of the PRC.	dev
common_voice_zh-CN_19012128.mp3	Salix austro-tibetica N. Chao is one species of Salix genus in Salicaceae family.	dev
common_voice_zh-CN_19012129.mp3	Born in the fifth year of Ming Emperor Longqing’s reign.	dev
common_voice_zh-CN_19012130.mp3	Ixora tsangii Merr. ex Li. is one species of Ixora genus in Rubiaceae family.	dev
common_voice_zh-CN_19012131.mp3	Ku Jie had to lead the troops back.	dev
common_voice_zh-CN_19012132.mp3	Panorama of the Passage.	dev
common_voice_zh-CN_19012133.mp3	Digital gold currency (or DGC) is a form of electronic money (or digital currency) based on mass units of gold.	dev
common_voice_zh-CN_19012134.mp3	His son, Nguyen Van Hinh, was a general of the Vietnamese national army.	dev
common_voice_zh-CN_19012135.mp3	Prefectural University of Kumamoto	dev
common_voice_zh-CN_19012136.mp3	Guntuling site is located in Guntuling, Southeast of Fuxing village, Fuyu Town, Jixian County, Shuangyashan City, Heilongjiang Province.	dev
common_voice_zh-CN_19012137.mp3	After the Southern Song Dynasty was destroyed, he refused to be an official.	dev
common_voice_zh-CN_19012138.mp3	Feng Huzi.	dev
common_voice_zh-CN_19012139.mp3	Macropanax undulatus (Wall.) Seem. var. simplex Li is one variety of Macropanax genus in Araliaceae family.	dev
common_voice_zh-CN_19012140.mp3	Each district has a special residential area and an area providing basic services such as nutrition supply..	dev
common_voice_zh-CN_19014973.mp3	This part is in accordance with US military standards.	dev
common_voice_zh-CN_19014975.mp3	The road is parallel to the North Guandong automatic lane.	dev
common_voice_zh-CN_19014976.mp3	This is Murakami Haruki’ s ninth novel.	dev
common_voice_zh-CN_19014977.mp3	Brahmins enjoy many privileges because of their special duties and status.	dev
common_voice_zh-CN_19014993.mp3	Donald Tsang and new chief executive Liang Zhenying accompanied Hu Jintao to the ceremonies.	dev
common_voice_zh-CN_19014994.mp3	The next year the inter provincial League came to a standstill because of the coming war.	dev
common_voice_zh-CN_19014995.mp3	The Great Proletarian Cultural Revolution was criticized.	dev
common_voice_zh-CN_19014996.mp3	Frazier Park is a census-designated place in Kern County, California, United States.	dev
common_voice_zh-CN_19014997.mp3	He is from Jishui, Jiangxi Province.	dev
common_voice_zh-CN_19015083.mp3	China will pay cash for the insufficient part of the purchase from Tanzania.	dev
common_voice_zh-CN_19015084.mp3	The Royal Air Force flag shall be raised during the day at all bases.	dev
common_voice_zh-CN_19015086.mp3	He also pays great attention to selecting topics and giving lectures to students who study chemistry in the first year.	dev
common_voice_zh-CN_19015087.mp3	Ecuador is an earthquake prone country.	dev
common_voice_zh-CN_19015099.mp3	The qualification to upgrade to the playoffs remains the same.	dev
common_voice_zh-CN_19015101.mp3	Malm ö is a municipality of the Scania province in the southern Swedish.	dev
common_voice_zh-CN_19015103.mp3	However, this kind of pointer design is very easy to cause pilots to misread the current altitude under pressure and be eliminated.	dev
common_voice_zh-CN_19015104.mp3	The name of the country was also changed to the people's Republic of Hungary.	dev
common_voice_zh-CN_19015123.mp3	During this period, Churchill visited the site of the bombing almost every week.	dev
common_voice_zh-CN_19015124.mp3	Atronigra is one species of Pardosa genus in Lycosidae family.	dev
common_voice_zh-CN_19015125.mp3	Mianyang has a warm and humid subtropical monsoon climate.	dev
common_voice_zh-CN_19015126.mp3	Zaoyang is a township under the jurisdiction of Hanbin District, Ankang City, Shaanxi Province, China.	dev
common_voice_zh-CN_19015127.mp3	The feet of the blood pheasant are red.	dev
common_voice_zh-CN_19015138.mp3	Demographic change chart of Oncieu	dev
common_voice_zh-CN_19015139.mp3	Mexican earthquake early warning system uses remote early warning mode.	dev
common_voice_zh-CN_19015140.mp3	Fontainebleau Las Vegas has set a new revenue record for the resort.	dev
common_voice_zh-CN_19015141.mp3	The eastern and central parts of the Frankish Kingdom were inherited by the Germanic Louis and Lothar respectively.	dev
common_voice_zh-CN_19015142.mp3	Les Clées is a town in the canton of Vaud, a French speaking area in the west of the Swiss Confederation.	dev
common_voice_zh-CN_19015163.mp3	She loved dancing when she was young.	dev
common_voice_zh-CN_19015164.mp3	He came from a family of Kyoto City in Kyoto Prefecture.	dev
common_voice_zh-CN_19015165.mp3	Another translation is “Park Xuanhao”.	dev
common_voice_zh-CN_19015166.mp3	Thus the rhythm of labor came into being.	dev
common_voice_zh-CN_19015167.mp3	Bunkyo University Women's College was a private short-term University in Chigasaki, Kanagawa, Japan.	dev
common_voice_zh-CN_19857469.mp3	Microtus arvalis is one species of Microtus genus in Cricetidae family.	dev
common_voice_zh-CN_19857470.mp3	Mata is a township of Rio Grande in Brazil.	dev
common_voice_zh-CN_19857471.mp3	Demographic change chart of Vernon	dev
common_voice_zh-CN_19857472.mp3	Nests in the wild are located in open stolon woodland.	dev
common_voice_zh-CN_19857473.mp3	It is the largest non-Hindu nation in Nepal.	dev
common_voice_zh-CN_19857474.mp3	The main occupation of the Pachi people is agriculture..	dev
common_voice_zh-CN_19857475.mp3	The picture of Sternoptyx diaphana	dev
common_voice_zh-CN_19857476.mp3	Demographic change chart of Lagarde-Paréol	dev
common_voice_zh-CN_19857477.mp3	The Hermagor is an administrative county.	dev
common_voice_zh-CN_19857478.mp3	The preserved Yangloudong stone street in Ming and Qing Dynasties has been listed as the city's cultural relics protection unit and Hubei Province's cultural relics protection unit.	dev
common_voice_zh-CN_19857479.mp3	The names of these athletes and national codes are slightly different in each Olympic Games.	dev
common_voice_zh-CN_19857480.mp3	The product can be recrystallized by water and acetonitrile.	dev
common_voice_zh-CN_19857483.mp3	Yantaokou station is located in Yantaokou-itchome, Tenpaku-ku, Nagoya Aichi.	dev
common_voice_zh-CN_19861110.mp3	Township Seven is a township in Benton County, Arkansas, United States.	dev
common_voice_zh-CN_19861111.mp3	Tiexi is a municipal district under the jurisdiction of Anshan City, Liaoning Province.	dev
common_voice_zh-CN_19861112.mp3	Knowledgeable Bishop Tunstall strongly supported Erasmus' translation work.	dev
common_voice_zh-CN_19861113.mp3	This means that the thrust should reach the above range.	dev
common_voice_zh-CN_19861114.mp3	Martinvast.	dev
common_voice_zh-CN_19861115.mp3	The mother was Lin Muran.	dev
common_voice_zh-CN_19861116.mp3	Vaccinium gaultheriifolium (Griff.) Hook. f. ex C. B. Clarke var. glauco-rubrum C.Y.Wu is one variety of Vaccinium genus in Ericaceae family.	dev
common_voice_zh-CN_19861117.mp3	The Hong Kong Film Awards are a great event for the film industry in Hong Kong.	dev
common_voice_zh-CN_19861118.mp3	The structure of single clutch semi-automatic transmission is simple, but the biggest disadvantage is shift impact.	dev
common_voice_zh-CN_19861119.mp3	It is located on the island road that connects Tanapag and Saint Vincent.	dev
common_voice_zh-CN_19861120.mp3	The concrete syntax tree is opposite to the abstract syntax tree.	dev
common_voice_zh-CN_19861121.mp3	The complexity of name resolution algorithms in different languages is different.	dev
common_voice_zh-CN_19861122.mp3	Pachycephalus is one species of Yunnanilus genus in Cobitidae family.	dev
common_voice_zh-CN_19861123.mp3	The most common example of centrifugal pumps is pumps.	dev
common_voice_zh-CN_19861125.mp3	Apia is located on the central north coast of Upolu, Samoa's second largest island.	dev
common_voice_zh-CN_19861126.mp3	Psychedelic drugs are illegal in most countries except for medical purposes.	dev
common_voice_zh-CN_19861127.mp3	Xu Yansan served as a government officials in Meiji period of Japan.	dev
common_voice_zh-CN_19861129.mp3	He remained a prisoner of war to his death.	dev
common_voice_zh-CN_19861130.mp3	Then, he was accused of falsifying financial information and bank fraud.	dev
common_voice_zh-CN_19861132.mp3	He served for Genoa Cricket and Football Club.	dev
common_voice_zh-CN_19861133.mp3	It was roughly equivalent to the old city of Yangzhou in the Ming and Qing Dynasties.	dev
common_voice_zh-CN_19861134.mp3	Demographic change chart of Noyal-sous-Bazouges	dev
common_voice_zh-CN_19861135.mp3	Usually it is posted on the wall or printed on the employee's clothing.	dev
common_voice_zh-CN_19861136.mp3	Wu ("Witches") Gorge is located in the main stream of Yangtze River in Chongqing and Wuhan, China.	dev
common_voice_zh-CN_19861137.mp3	During his/her study in Japan	dev
common_voice_zh-CN_19861138.mp3	The present Baolong mask is born from the treasure cage of classical woodwork.	dev
common_voice_zh-CN_19861139.mp3	Uranotaenia moultoni is a uranotaeniini species specific in Sabah of Borneo.	dev
common_voice_zh-CN_19861140.mp3	This enabled him to continue his studies at the music university in Berlin.	dev
common_voice_zh-CN_19861141.mp3	Five percent of the nation's members come from the Harlem District of Manhattan, New York.	dev
common_voice_zh-CN_19861142.mp3	Deinostemma violaceum (Maxim.) Yamazaki is one species of Deinostemmagenus in Scrophulariaceae family.	dev
common_voice_zh-CN_19861143.mp3	The cultural relics protection unit is under the management of Gongzhuling Municipal Office of cultural administration.	dev
common_voice_zh-CN_19861145.mp3	The emperor set up a county government in Ahlechuka city during the Qing Emperor Yongzheng’s reign.	dev
common_voice_zh-CN_19861146.mp3	So far, there have been no models excavated by archaeologists.	dev
common_voice_zh-CN_19861147.mp3	In terms of military affairs, we should thoroughly eliminate the remains of colonialism.	dev
common_voice_zh-CN_19878426.mp3	The sediments of the lake are mainly mirabilite.	dev
common_voice_zh-CN_19878427.mp3	In this demonstration experiment, the mirror plays a role of adjusting the angle of the sunlight coming out of the water surface.	dev
common_voice_zh-CN_19878428.mp3	Stanton is a township in Ottawa County, Kansas, United States.	dev
common_voice_zh-CN_19878429.mp3	Dayton is a township of Phillips County, Kansas, United States.	dev
common_voice_zh-CN_19878430.mp3	The premise of this lemma is that the price is positive and the profit function is differentiable.	dev
common_voice_zh-CN_19878431.mp3	Haozhongyi Music Production Co., Ltd. is a music production company in Taiwan.	dev
common_voice_zh-CN_19878433.mp3	He obtained the qualification of imperial examination by paying tribute.	dev
common_voice_zh-CN_19878434.mp3	Sometimes the gate is open or has an upward staircase.	dev
common_voice_zh-CN_19878435.mp3	Ankylosauria is more famous among the Ankylosaurus.	dev
common_voice_zh-CN_19878436.mp3	The relatively large number of works he left behind brought about a sustained impact on the philosophers of later generations.	dev
common_voice_zh-CN_19878437.mp3	Then he changed his name as Numatamenmatoki.	dev
common_voice_zh-CN_19878438.mp3	Therefore, the Silla court split into pro-Tang camp and anti-Tang camp.	dev
common_voice_zh-CN_19878439.mp3	He moved to Yutian county and lived there.	dev
common_voice_zh-CN_19878440.mp3	H. Tiên Lữ is a county under the jurisdiction of thị xã Hưng Yên, Vietnam.	dev
common_voice_zh-CN_19878442.mp3	Longhua street is under the jurisdiction of Xuhui District, Shanghai, China.	dev
common_voice_zh-CN_19878444.mp3	He was the leader of the Loyal Forty-seven of the Ako in the Genroku Ako Incident.	dev
common_voice_zh-CN_19878445.mp3	King Ling of Chu did not punish Shen Wuyu.	dev
common_voice_zh-CN_19878447.mp3	He become a member of State Protection Association in the twenty-fourth year of Gunagxu.	dev
common_voice_zh-CN_19878448.mp3	The Sun Comes Out World Tour (also known as the Sale el Sol World Tour) is the fifth concert tour by Colombian singer-songwriter, Shakira.	dev
common_voice_zh-CN_19878449.mp3	He married the eldest daughter of Wu Chong, the chancellor.	dev
common_voice_zh-CN_19878455.mp3	Artificial reproduction refers to the creation of new organisms by means other than the natural means available to organisms.	dev
common_voice_zh-CN_19878456.mp3	He used measures of terrorism to deal with the rising anti imperial conspiracy and mutiny.	dev
common_voice_zh-CN_19878457.mp3	The scenic spot level is the third batch of national key scenic spots.	dev
common_voice_zh-CN_19878459.mp3	Dendrocopos kizuki is one species of Dendrocopos genus in Picidae family.	dev
common_voice_zh-CN_19878460.mp3	The Shangyang Maison dates back to the Ming Dynasty.	dev
common_voice_zh-CN_19878461.mp3	His martyrdom was recorded in the sixth and seventh chapters of the Apostles of Jesus in Biblical History.	dev
common_voice_zh-CN_19878462.mp3	Apristurus sinensis is one species of Apristurus genus in Scyliorhinidae family.	dev
common_voice_zh-CN_19878463.mp3	The other properties are consistent with Lie Bracket of Vector Fields.	dev
common_voice_zh-CN_19878464.mp3	The first emperor of Qin sent General Meng Tian to the north to chase the Huns and take Henan land.	dev
